epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,842.791,0.44345,0.36772,0.82862,0.99594,0.66667,0.69125,0.62029,0.54411,0.42856,0.79131,0.001208,0.001208,0.001208
26,869.375,0.44771,0.3596,0.81605,0.99554,0.66667,0.69458,0.6341,0.50941,0.42899,0.7854,0.001175,0.001175,0.001175
27,895.426,0.46046,0.36598,0.82947,0.99532,0.66667,0.69231,0.63361,0.52486,0.44839,0.78698,0.001142,0.001142,0.001142
28,921.299,0.42119,0.32607,0.80499,0.99375,0.66667,0.70009,0.63942,0.49475,0.47986,0.785,0.001109,0.001109,0.001109
29,950.578,0.4146,0.35356,0.83342,0.9949,0.66667,0.70417,0.63417,0.52567,0.4742,0.78513,0.001076,0.001076,0.001076
30,977.307,0.41668,0.33639,0.80733,0.99573,0.66667,0.70192,0.64183,0.49122,0.47919,0.78153,0.001043,0.001043,0.001043
31,1004.15,0.41145,0.33736,0.82033,0.99593,0.66667,0.70265,0.64873,0.47899,0.45883,0.78175,0.00101,0.00101,0.00101
32,1033.78,0.41521,0.34347,0.81868,0.99492,0.66667,0.70067,0.62648,0.50455,0.46188,0.78497,0.000977,0.000977,0.000977
33,1060.68,0.42507,0.36636,0.82898,0.99415,0.66667,0.6979,0.63378,0.49377,0.47711,0.78271,0.000944,0.000944,0.000944
34,1087.83,0.39154,0.32888,0.81285,0.99304,0.66667,0.702,0.63233,0.49699,0.43494,0.78315,0.000911,0.000911,0.000911
35,1114.25,0.42166,0.33481,0.82542,0.99368,0.66667,0.70671,0.65318,0.45704,0.42758,0.77718,0.000878,0.000878,0.000878
36,1143.35,0.38267,0.29901,0.80971,0.99425,0.66667,0.70313,0.6413,0.4768,0.44579,0.77923,0.000845,0.000845,0.000845
37,1170.12,0.40641,0.33217,0.83325,0.99498,0.66667,0.70499,0.65613,0.44677,0.42846,0.77517,0.000812,0.000812,0.000812
38,1199.98,0.37557,0.30347,0.80739,0.99541,0.66667,0.70817,0.65131,0.47813,0.43286,0.77973,0.000779,0.000779,0.000779
39,1226.4,0.38583,0.34821,0.82892,0.99648,0.66667,0.70435,0.63641,0.52589,0.44515,0.78361,0.000746,0.000746,0.000746
40,1253.27,0.3765,0.29583,0.80616,0.99689,0.66667,0.689,0.63932,0.48192,0.44894,0.77959,0.000713,0.000713,0.000713
41,1279.21,0.37399,0.31869,0.81345,0.99647,0.66667,0.68473,0.63839,0.48788,0.47933,0.77711,0.00068,0.00068,0.00068
42,1308.93,0.36885,0.31247,0.80683,0.99414,0.66667,0.69201,0.64417,0.49726,0.46513,0.78003,0.000647,0.000647,0.000647
43,1335.64,0.38385,0.31979,0.82067,0.9953,0.66667,0.69213,0.64542,0.46762,0.47847,0.77702,0.000614,0.000614,0.000614
44,1362.31,0.38998,0.33074,0.82674,0.99706,0.66667,0.69712,0.64688,0.46982,0.48984,0.77847,0.000581,0.000581,0.000581
45,1389.32,0.36814,0.31612,0.82191,0.99718,0.66667,0.69448,0.63871,0.50465,0.52875,0.78438,0.000548,0.000548,0.000548
46,1418.93,0.38762,0.30082,0.81714,0.99688,0.66667,0.69193,0.63688,0.49129,0.52129,0.78554,0.000515,0.000515,0.000515
47,1445.44,0.37034,0.32019,0.81293,0.9962,0.66667,0.69362,0.64048,0.5075,0.54465,0.78769,0.000482,0.000482,0.000482
48,1471.75,0.35034,0.30211,0.81082,0.99574,0.66667,0.69215,0.63676,0.50963,0.59878,0.78764,0.000449,0.000449,0.000449
49,1498.23,0.3497,0.28499,0.78469,0.99547,0.66667,0.69105,0.64177,0.49843,0.62577,0.7852,0.000416,0.000416,0.000416
50,1524.73,0.36246,0.29168,0.81937,0.99573,0.66667,0.69423,0.64305,0.48334,0.60305,0.78474,0.000383,0.000383,0.000383
51,1551,0.32693,0.27329,0.78882,0.99528,0.66667,0.69391,0.64321,0.4747,0.60734,0.78385,0.00035,0.00035,0.00035
52,1577.46,0.30376,0.2664,0.78694,0.9963,0.66667,0.69453,0.64448,0.48573,0.59605,0.78459,0.000317,0.000317,0.000317
53,1606.47,0.3051,0.26158,0.78327,0.99692,0.66667,0.69828,0.65143,0.48279,0.57176,0.78415,0.000284,0.000284,0.000284
54,1632.58,0.30299,0.25839,0.77871,0.99716,0.66667,0.7011,0.65791,0.48082,0.56136,0.78319,0.000251,0.000251,0.000251
55,1659.12,0.2985,0.25498,0.79495,0.99751,0.66667,0.70823,0.65989,0.48806,0.57205,0.78268,0.000218,0.000218,0.000218
56,1685.2,0.28535,0.24174,0.78836,0.99782,0.66667,0.70886,0.65634,0.48617,0.59987,0.78332,0.000185,0.000185,0.000185
57,1711.39,0.30452,0.24981,0.79158,0.9979,0.66667,0.71017,0.6588,0.47814,0.59587,0.78317,0.000152,0.000152,0.000152
58,1740.44,0.29161,0.25472,0.77903,0.9979,0.66667,0.70843,0.65932,0.48183,0.58079,0.78314,0.000119,0.000119,0.000119
59,1766.69,0.29604,0.243,0.79249,0.99787,0.66667,0.70899,0.66634,0.48455,0.58218,0.78305,8.6e-05,8.6e-05,8.6e-05
60,1792.94,0.29428,0.2523,0.79619,0.99772,0.66667,0.70733,0.6627,0.48276,0.57496,0.78289,5.3e-05,5.3e-05,5.3e-05
